row,kind,group,instance_id
205,gt,ground_truth,django__django-15741
206,gt,ground_truth,django__django-15814
207,gt,ground_truth,django__django-15851
208,gt,ground_truth,django__django-15863
209,gt,ground_truth,django__django-15916
210,gt,ground_truth,django__django-15930
211,gt,ground_truth,django__django-15957
212,gt,ground_truth,django__django-15973
213,gt,ground_truth,django__django-15987
214,gt,ground_truth,django__django-16032
215,gt,ground_truth,django__django-16082
216,gt,ground_truth,django__django-16100
217,gt,ground_truth,django__django-16116
218,gt,ground_truth,django__django-16136
219,gt,ground_truth,django__django-16139
220,gt,ground_truth,django__django-16145
221,gt,ground_truth,django__django-16255
222,gt,ground_truth,django__django-16256
223,gt,ground_truth,django__django-16263
224,gt,ground_truth,django__django-16315
225,gt,ground_truth,django__django-16333
226,gt,ground_truth,django__django-16429
227,gt,ground_truth,django__django-16454
228,gt,ground_truth,django__django-16485
229,gt,ground_truth,django__django-16493
230,gt,ground_truth,django__django-16502
231,gt,ground_truth,django__django-16527
232,gt,ground_truth,django__django-16560
233,gt,ground_truth,django__django-16569
234,gt,ground_truth,django__django-16595
235,gt,ground_truth,django__django-16612
236,gt,ground_truth,django__django-16631
237,gt,ground_truth,django__django-16642
238,gt,ground_truth,django__django-16661
239,gt,ground_truth,django__django-16662
240,gt,ground_truth,django__django-16667
241,gt,ground_truth,django__django-16801
242,gt,ground_truth,django__django-16819
243,gt,ground_truth,django__django-16877
244,gt,ground_truth,django__django-16899
245,gt,ground_truth,django__django-16901
246,gt,ground_truth,django__django-16938
247,gt,ground_truth,django__django-16950
248,gt,ground_truth,django__django-17029
249,gt,ground_truth,django__django-17084
250,gt,ground_truth,django__django-17087
251,gt,ground_truth,django__django-7530
252,gt,ground_truth,django__django-9296
253,gt,ground_truth,matplotlib__matplotlib-13989
254,gt,ground_truth,matplotlib__matplotlib-14623
255,gt,ground_truth,matplotlib__matplotlib-20488
256,gt,ground_truth,matplotlib__matplotlib-20676
257,gt,ground_truth,matplotlib__matplotlib-20826
258,gt,ground_truth,matplotlib__matplotlib-20859
259,gt,ground_truth,matplotlib__matplotlib-21568
260,gt,ground_truth,matplotlib__matplotlib-22719
261,gt,ground_truth,matplotlib__matplotlib-22865
262,gt,ground_truth,matplotlib__matplotlib-22871
263,gt,ground_truth,matplotlib__matplotlib-23299
264,gt,ground_truth,matplotlib__matplotlib-23314
265,gt,ground_truth,matplotlib__matplotlib-23412
266,gt,ground_truth,matplotlib__matplotlib-23476
267,gt,ground_truth,matplotlib__matplotlib-24026
268,gt,ground_truth,matplotlib__matplotlib-24149
269,gt,ground_truth,matplotlib__matplotlib-24177
270,gt,ground_truth,matplotlib__matplotlib-24570
271,gt,ground_truth,matplotlib__matplotlib-24627
272,gt,ground_truth,matplotlib__matplotlib-24637
273,gt,ground_truth,matplotlib__matplotlib-24870
274,gt,ground_truth,matplotlib__matplotlib-24970
275,gt,ground_truth,matplotlib__matplotlib-25122
276,gt,ground_truth,matplotlib__matplotlib-25287
277,gt,ground_truth,matplotlib__matplotlib-25311
278,gt,ground_truth,matplotlib__matplotlib-25332
279,gt,ground_truth,matplotlib__matplotlib-25479
280,gt,ground_truth,matplotlib__matplotlib-25775
281,gt,ground_truth,matplotlib__matplotlib-25960
282,gt,ground_truth,matplotlib__matplotlib-26113
283,gt,ground_truth,matplotlib__matplotlib-26208
284,gt,ground_truth,matplotlib__matplotlib-26291
285,gt,ground_truth,matplotlib__matplotlib-26342
286,gt,ground_truth,matplotlib__matplotlib-26466
287,gt,ground_truth,mwaskom__seaborn-3069
288,gt,ground_truth,mwaskom__seaborn-3187
289,gt,ground_truth,pallets__flask-5014
290,gt,ground_truth,psf__requests-1142
291,gt,ground_truth,psf__requests-1724
292,gt,ground_truth,psf__requests-1766
293,gt,ground_truth,psf__requests-1921
294,gt,ground_truth,psf__requests-2317
295,gt,ground_truth,psf__requests-2931
296,gt,ground_truth,psf__requests-5414
297,gt,ground_truth,psf__requests-6028
298,gt,ground_truth,pydata__xarray-2905
299,gt,ground_truth,pydata__xarray-3095
300,gt,ground_truth,pydata__xarray-3151
301,gt,ground_truth,pydata__xarray-3305
302,gt,ground_truth,pydata__xarray-3677
303,gt,ground_truth,pydata__xarray-3993
304,gt,ground_truth,pydata__xarray-4075
305,gt,ground_truth,pydata__xarray-4094
306,gt,ground_truth,pydata__xarray-4356
307,gt,ground_truth,pydata__xarray-4629
308,gt,ground_truth,pydata__xarray-4687
309,gt,ground_truth,pydata__xarray-4695
310,gt,ground_truth,pydata__xarray-4966
311,gt,ground_truth,pydata__xarray-6461
312,gt,ground_truth,pydata__xarray-6599
313,gt,ground_truth,pydata__xarray-6721
314,gt,ground_truth,pydata__xarray-6744
315,gt,ground_truth,pydata__xarray-6938
316,gt,ground_truth,pydata__xarray-6992
317,gt,ground_truth,pydata__xarray-7229
318,gt,ground_truth,pydata__xarray-7233
319,gt,ground_truth,pydata__xarray-7393
320,gt,ground_truth,pylint-dev__pylint-4551
321,gt,ground_truth,pylint-dev__pylint-4604
322,gt,ground_truth,pylint-dev__pylint-4661
323,gt,ground_truth,pylint-dev__pylint-4970
324,gt,ground_truth,pylint-dev__pylint-6386
325,gt,ground_truth,pylint-dev__pylint-6528
326,gt,ground_truth,pylint-dev__pylint-6903
327,gt,ground_truth,pylint-dev__pylint-7080
328,gt,ground_truth,pylint-dev__pylint-7277
329,gt,ground_truth,pylint-dev__pylint-8898
330,gt,ground_truth,pytest-dev__pytest-10051
331,gt,ground_truth,pytest-dev__pytest-10081
332,gt,ground_truth,pytest-dev__pytest-10356
333,gt,ground_truth,pytest-dev__pytest-5262
334,gt,ground_truth,pytest-dev__pytest-5631
335,gt,ground_truth,pytest-dev__pytest-5787
336,gt,ground_truth,pytest-dev__pytest-5809
337,gt,ground_truth,pytest-dev__pytest-5840
338,gt,ground_truth,pytest-dev__pytest-6197
339,gt,ground_truth,pytest-dev__pytest-6202
340,gt,ground_truth,pytest-dev__pytest-7205
341,gt,ground_truth,pytest-dev__pytest-7236
342,gt,ground_truth,pytest-dev__pytest-7324
343,gt,ground_truth,pytest-dev__pytest-7432
344,gt,ground_truth,pytest-dev__pytest-7490
345,gt,ground_truth,pytest-dev__pytest-7521
346,gt,ground_truth,pytest-dev__pytest-7571
347,gt,ground_truth,pytest-dev__pytest-7982
348,gt,ground_truth,pytest-dev__pytest-8399
349,gt,ground_truth,scikit-learn__scikit-learn-10297
350,gt,ground_truth,scikit-learn__scikit-learn-10844
351,gt,ground_truth,scikit-learn__scikit-learn-10908
352,gt,ground_truth,scikit-learn__scikit-learn-11310
353,gt,ground_truth,scikit-learn__scikit-learn-11578
354,gt,ground_truth,scikit-learn__scikit-learn-12585
355,gt,ground_truth,scikit-learn__scikit-learn-12682
356,gt,ground_truth,scikit-learn__scikit-learn-12973
357,gt,ground_truth,scikit-learn__scikit-learn-13124
358,gt,ground_truth,scikit-learn__scikit-learn-13135
359,gt,ground_truth,scikit-learn__scikit-learn-13142
360,gt,ground_truth,scikit-learn__scikit-learn-13328
361,gt,ground_truth,scikit-learn__scikit-learn-13439
362,gt,ground_truth,scikit-learn__scikit-learn-13496
363,gt,ground_truth,scikit-learn__scikit-learn-13779
364,gt,ground_truth,scikit-learn__scikit-learn-14053
365,gt,ground_truth,scikit-learn__scikit-learn-14087
366,gt,ground_truth,scikit-learn__scikit-learn-14141
367,gt,ground_truth,scikit-learn__scikit-learn-14496
368,gt,ground_truth,scikit-learn__scikit-learn-14629
369,gt,ground_truth,scikit-learn__scikit-learn-14710
370,gt,ground_truth,scikit-learn__scikit-learn-14894
371,gt,ground_truth,scikit-learn__scikit-learn-14983
372,gt,ground_truth,scikit-learn__scikit-learn-15100
373,gt,ground_truth,scikit-learn__scikit-learn-25102
374,gt,ground_truth,scikit-learn__scikit-learn-25232
375,gt,ground_truth,scikit-learn__scikit-learn-25747
376,gt,ground_truth,scikit-learn__scikit-learn-25931
377,gt,ground_truth,scikit-learn__scikit-learn-25973
378,gt,ground_truth,scikit-learn__scikit-learn-26194
379,gt,ground_truth,scikit-learn__scikit-learn-26323
380,gt,ground_truth,scikit-learn__scikit-learn-9288
381,gt,ground_truth,sphinx-doc__sphinx-10323
382,gt,ground_truth,sphinx-doc__sphinx-10435
383,gt,ground_truth,sphinx-doc__sphinx-10449
384,gt,ground_truth,sphinx-doc__sphinx-10466
385,gt,ground_truth,sphinx-doc__sphinx-10614
386,gt,ground_truth,sphinx-doc__sphinx-10673
387,gt,ground_truth,sphinx-doc__sphinx-11445
388,gt,ground_truth,sphinx-doc__sphinx-11510
389,gt,ground_truth,sphinx-doc__sphinx-7440
390,gt,ground_truth,sphinx-doc__sphinx-7454
391,gt,ground_truth,sphinx-doc__sphinx-7462
392,gt,ground_truth,sphinx-doc__sphinx-7590
393,gt,ground_truth,sphinx-doc__sphinx-7748
394,gt,ground_truth,sphinx-doc__sphinx-7757
395,gt,ground_truth,sphinx-doc__sphinx-7889
396,gt,ground_truth,sphinx-doc__sphinx-7910
397,gt,ground_truth,sphinx-doc__sphinx-7985
398,gt,ground_truth,sphinx-doc__sphinx-8035
399,gt,ground_truth,sphinx-doc__sphinx-8056
400,gt,ground_truth,sphinx-doc__sphinx-8120
401,gt,ground_truth,sphinx-doc__sphinx-8265
402,gt,ground_truth,sphinx-doc__sphinx-8269
403,gt,ground_truth,sphinx-doc__sphinx-8459
404,gt,ground_truth,sphinx-doc__sphinx-8475
405,gt,ground_truth,sphinx-doc__sphinx-8548
406,gt,ground_truth,sphinx-doc__sphinx-8551
407,gt,ground_truth,sphinx-doc__sphinx-8593
408,gt,ground_truth,sphinx-doc__sphinx-8595
409,gt,ground_truth,sphinx-doc__sphinx-8621
410,gt,ground_truth,sphinx-doc__sphinx-8638
411,gt,ground_truth,sphinx-doc__sphinx-8721
412,gt,ground_truth,sphinx-doc__sphinx-9229
413,gt,ground_truth,sphinx-doc__sphinx-9230
414,gt,ground_truth,sphinx-doc__sphinx-9258
415,gt,ground_truth,sphinx-doc__sphinx-9281
416,gt,ground_truth,sphinx-doc__sphinx-9320
417,gt,ground_truth,sphinx-doc__sphinx-9367
418,gt,ground_truth,sphinx-doc__sphinx-9461
419,gt,ground_truth,sphinx-doc__sphinx-9591
420,gt,ground_truth,sphinx-doc__sphinx-9602
421,gt,ground_truth,sphinx-doc__sphinx-9658
422,gt,ground_truth,sphinx-doc__sphinx-9673
423,gt,ground_truth,sphinx-doc__sphinx-9698
424,gt,ground_truth,sphinx-doc__sphinx-9711
425,gt,ground_truth,sympy__sympy-11618
426,gt,ground_truth,sympy__sympy-12096
427,gt,ground_truth,sympy__sympy-12419
428,gt,ground_truth,sympy__sympy-12481
429,gt,ground_truth,sympy__sympy-12489
430,gt,ground_truth,sympy__sympy-13031
431,gt,ground_truth,sympy__sympy-13091
432,gt,ground_truth,sympy__sympy-13372
433,gt,ground_truth,sympy__sympy-13480
434,gt,ground_truth,sympy__sympy-13551
435,gt,ground_truth,sympy__sympy-13615
436,gt,ground_truth,sympy__sympy-13647
437,gt,ground_truth,sympy__sympy-13757
438,gt,ground_truth,sympy__sympy-13798
439,gt,ground_truth,sympy__sympy-13852
440,gt,ground_truth,sympy__sympy-13877
441,gt,ground_truth,sympy__sympy-13878
442,gt,ground_truth,sympy__sympy-13974
443,gt,ground_truth,sympy__sympy-14248
444,gt,ground_truth,sympy__sympy-14531
445,gt,ground_truth,sympy__sympy-14711
446,gt,ground_truth,sympy__sympy-14976
447,gt,ground_truth,sympy__sympy-15017
448,gt,ground_truth,sympy__sympy-15345
449,gt,ground_truth,sympy__sympy-15349
450,gt,ground_truth,sympy__sympy-15599
451,gt,ground_truth,sympy__sympy-15809
452,gt,ground_truth,sympy__sympy-15875
453,gt,ground_truth,sympy__sympy-15976
454,gt,ground_truth,sympy__sympy-16450
455,gt,ground_truth,sympy__sympy-16597
456,gt,ground_truth,sympy__sympy-16766
457,gt,ground_truth,sympy__sympy-16792
458,gt,ground_truth,sympy__sympy-16886
459,gt,ground_truth,sympy__sympy-17139
460,gt,ground_truth,sympy__sympy-17318
461,gt,ground_truth,sympy__sympy-17630
462,gt,ground_truth,sympy__sympy-17655
463,gt,ground_truth,sympy__sympy-18189
464,gt,ground_truth,sympy__sympy-18199
465,gt,ground_truth,sympy__sympy-18211
466,gt,ground_truth,sympy__sympy-18698
467,gt,ground_truth,sympy__sympy-18763
468,gt,ground_truth,sympy__sympy-19040
469,gt,ground_truth,sympy__sympy-19346
470,gt,ground_truth,sympy__sympy-19495
471,gt,ground_truth,sympy__sympy-19637
472,gt,ground_truth,sympy__sympy-19783
473,gt,ground_truth,sympy__sympy-19954
474,gt,ground_truth,sympy__sympy-20154
475,gt,ground_truth,sympy__sympy-20428
476,gt,ground_truth,sympy__sympy-20438
477,gt,ground_truth,sympy__sympy-20590
478,gt,ground_truth,sympy__sympy-20801
479,gt,ground_truth,sympy__sympy-20916
480,gt,ground_truth,sympy__sympy-21379
481,gt,ground_truth,sympy__sympy-21596
482,gt,ground_truth,sympy__sympy-21612
483,gt,ground_truth,sympy__sympy-21847
484,gt,ground_truth,sympy__sympy-21930
485,gt,ground_truth,sympy__sympy-22080
486,gt,ground_truth,sympy__sympy-22456
487,gt,ground_truth,sympy__sympy-22714
488,gt,ground_truth,sympy__sympy-22914
489,gt,ground_truth,sympy__sympy-23262
490,gt,ground_truth,sympy__sympy-23413
491,gt,ground_truth,sympy__sympy-23534
492,gt,ground_truth,sympy__sympy-23824
493,gt,ground_truth,sympy__sympy-23950
494,gt,ground_truth,sympy__sympy-24066
495,gt,ground_truth,sympy__sympy-24213
496,gt,ground_truth,sympy__sympy-24443
497,gt,ground_truth,sympy__sympy-24539
498,gt,ground_truth,sympy__sympy-24562
499,gt,ground_truth,sympy__sympy-24661
500,pred,claude-4-5-opus-high,astropy__astropy-12907
501,pred,claude-4-5-opus-high,astropy__astropy-13033
502,pred,claude-4-5-opus-high,astropy__astropy-13236
503,pred,claude-4-5-opus-high,astropy__astropy-13398
504,pred,claude-4-5-opus-high,astropy__astropy-13453
505,pred,claude-4-5-opus-high,astropy__astropy-13579
506,pred,claude-4-5-opus-high,astropy__astropy-13977
507,pred,claude-4-5-opus-high,astropy__astropy-14096
508,pred,claude-4-5-opus-high,astropy__astropy-14182
509,pred,claude-4-5-opus-high,astropy__astropy-14309
510,pred,claude-4-5-opus-high,astropy__astropy-14365
511,pred,claude-4-5-opus-high,astropy__astropy-14369
512,pred,claude-4-5-opus-high,astropy__astropy-14508
513,pred,claude-4-5-opus-high,astropy__astropy-14539
514,pred,claude-4-5-opus-high,astropy__astropy-14598
515,pred,claude-4-5-opus-high,astropy__astropy-14995
516,pred,claude-4-5-opus-high,astropy__astropy-7166
517,pred,claude-4-5-opus-high,astropy__astropy-7336
518,pred,claude-4-5-opus-high,astropy__astropy-7606
519,pred,claude-4-5-opus-high,astropy__astropy-7671
520,pred,claude-4-5-opus-high,astropy__astropy-8707
521,pred,claude-4-5-opus-high,astropy__astropy-8872
522,pred,claude-4-5-opus-high,django__django-10097
523,pred,claude-4-5-opus-high,django__django-10554
524,pred,claude-4-5-opus-high,django__django-10880
525,pred,claude-4-5-opus-high,django__django-10914
526,pred,claude-4-5-opus-high,django__django-10973
527,pred,claude-4-5-opus-high,django__django-10999
528,pred,claude-4-5-opus-high,django__django-11066
529,pred,claude-4-5-opus-high,django__django-11087
530,pred,claude-4-5-opus-high,django__django-11095
531,pred,claude-4-5-opus-high,django__django-11099
532,pred,claude-4-5-opus-high,django__django-11119
533,pred,claude-4-5-opus-high,django__django-11133
534,pred,claude-4-5-opus-high,django__django-11138
535,pred,claude-4-5-opus-high,django__django-11141
536,pred,claude-4-5-opus-high,django__django-11149
537,pred,claude-4-5-opus-high,django__django-11163
538,pred,claude-4-5-opus-high,django__django-11179
539,pred,claude-4-5-opus-high,django__django-11206
540,pred,claude-4-5-opus-high,django__django-11211
541,pred,claude-4-5-opus-high,django__django-11239
542,pred,claude-4-5-opus-high,django__django-11265
543,pred,claude-4-5-opus-high,django__django-11276
544,pred,claude-4-5-opus-high,django__django-11292
545,pred,claude-4-5-opus-high,django__django-11299
546,pred,claude-4-5-opus-high,django__django-11333
547,pred,claude-4-5-opus-high,django__django-11400
548,pred,claude-4-5-opus-high,django__django-11433
549,pred,claude-4-5-opus-high,django__django-11451
550,pred,claude-4-5-opus-high,django__django-11477
551,pred,claude-4-5-opus-high,django__django-11490
552,pred,claude-4-5-opus-high,django__django-11532
553,pred,claude-4-5-opus-high,django__django-11551
554,pred,claude-4-5-opus-high,django__django-11555
555,pred,claude-4-5-opus-high,django__django-11603
556,pred,claude-4-5-opus-high,django__django-11728
557,pred,claude-4-5-opus-high,django__django-11734
558,pred,claude-4-5-opus-high,django__django-11740
559,pred,claude-4-5-opus-high,django__django-11749
560,pred,claude-4-5-opus-high,django__django-11790
561,pred,claude-4-5-opus-high,django__django-11815
562,pred,claude-4-5-opus-high,django__django-11820
563,pred,claude-4-5-opus-high,django__django-11848
564,pred,claude-4-5-opus-high,django__django-11880
565,pred,claude-4-5-opus-high,django__django-11885
566,pred,claude-4-5-opus-high,django__django-11951
567,pred,claude-4-5-opus-high,django__django-11964
568,pred,claude-4-5-opus-high,django__django-11999
569,pred,claude-4-5-opus-high,django__django-12039
570,pred,claude-4-5-opus-high,django__django-12050
571,pred,claude-4-5-opus-high,django__django-12125
572,pred,claude-4-5-opus-high,django__django-12143
573,pred,claude-4-5-opus-high,django__django-12155
574,pred,claude-4-5-opus-high,django__django-12193
575,pred,claude-4-5-opus-high,django__django-12209
576,pred,claude-4-5-opus-high,django__django-12262
577,pred,claude-4-5-opus-high,django__django-12273
578,pred,claude-4-5-opus-high,django__django-12276
579,pred,claude-4-5-opus-high,django__django-12304
580,pred,claude-4-5-opus-high,django__django-12308
581,pred,claude-4-5-opus-high,django__django-12325
582,pred,claude-4-5-opus-high,django__django-12406
583,pred,claude-4-5-opus-high,django__django-12419
584,pred,claude-4-5-opus-high,django__django-12663
585,pred,claude-4-5-opus-high,django__django-12708
586,pred,claude-4-5-opus-high,django__django-12713
587,pred,claude-4-5-opus-high,django__django-12741
588,pred,claude-4-5-opus-high,django__django-12754
589,pred,claude-4-5-opus-high,django__django-12774
590,pred,claude-4-5-opus-high,django__django-12858
591,pred,claude-4-5-opus-high,django__django-12965
592,pred,claude-4-5-opus-high,django__django-13012
593,pred,claude-4-5-opus-high,django__django-13023
594,pred,claude-4-5-opus-high,django__django-13028
595,pred,claude-4-5-opus-high,django__django-13033
596,pred,claude-4-5-opus-high,django__django-13089
597,pred,claude-4-5-opus-high,django__django-13109
598,pred,claude-4-5-opus-high,django__django-13112
599,pred,claude-4-5-opus-high,django__django-13121
600,pred,claude-4-5-opus-high,django__django-13128
601,pred,claude-4-5-opus-high,django__django-13158
602,pred,claude-4-5-opus-high,django__django-13195
603,pred,claude-4-5-opus-high,django__django-13212
604,pred,claude-4-5-opus-high,django__django-13279
605,pred,claude-4-5-opus-high,django__django-13297
606,pred,claude-4-5-opus-high,django__django-13315
607,pred,claude-4-5-opus-high,django__django-13343
608,pred,claude-4-5-opus-high,django__django-13344
609,pred,claude-4-5-opus-high,django__django-13346
610,pred,claude-4-5-opus-high,django__django-13363
611,pred,claude-4-5-opus-high,django__django-13401
612,pred,claude-4-5-opus-high,django__django-13406
613,pred,claude-4-5-opus-high,django__django-13410
614,pred,claude-4-5-opus-high,django__django-13417
615,pred,claude-4-5-opus-high,django__django-13449
616,pred,claude-4-5-opus-high,django__django-13512
617,pred,claude-4-5-opus-high,django__django-13513
618,pred,claude-4-5-opus-high,django__django-13516
619,pred,claude-4-5-opus-high,django__django-13551
620,pred,claude-4-5-opus-high,django__django-13568
621,pred,claude-4-5-opus-high,django__django-13569
622,pred,claude-4-5-opus-high,django__django-13590
623,pred,claude-4-5-opus-high,django__django-13658
624,pred,claude-4-5-opus-high,django__django-13670
625,pred,claude-4-5-opus-high,django__django-13741
626,pred,claude-4-5-opus-high,django__django-13786
627,pred,claude-4-5-opus-high,django__django-13794
628,pred,claude-4-5-opus-high,django__django-13807
629,pred,claude-4-5-opus-high,django__django-13809
630,pred,claude-4-5-opus-high,django__django-13810
631,pred,claude-4-5-opus-high,django__django-13820
